test,layout,backend,size,success,cycles,expected,utilization,M,K,N,ops
4775,round-robin,fifo-1-slow,72x56x64,TRUE,815,504,0.618404908,72,56,64,258048
4795,round-robin,fifo-1-slow,72x56x72,TRUE,923,567,0.614301192,72,56,72,290304
4815,round-robin,fifo-1-slow,72x64x16,TRUE,222,144,0.648648649,72,64,16,73728
4835,round-robin,fifo-1-slow,72x64x24,TRUE,330,216,0.654545455,72,64,24,110592
4855,round-robin,fifo-1-slow,72x64x32,TRUE,438,288,0.657534247,72,64,32,147456
4875,round-robin,fifo-1-slow,72x64x40,TRUE,546,360,0.659340659,72,64,40,184320
4895,round-robin,fifo-1-slow,72x64x48,TRUE,654,432,0.660550459,72,64,48,221184
4915,round-robin,fifo-1-slow,72x64x56,TRUE,762,504,0.661417323,72,64,56,258048
4935,round-robin,fifo-1-slow,72x64x64,TRUE,870,576,0.662068966,72,64,64,294912
4955,round-robin,fifo-1-slow,72x64x72,TRUE,978,648,0.662576687,72,64,72,331776
4975,round-robin,fifo-1-slow,72x72x16,TRUE,261,162,0.620689655,72,72,16,82944
4995,round-robin,fifo-1-slow,72x72x24,TRUE,390,243,0.623076923,72,72,24,124416
5015,round-robin,fifo-1-slow,72x72x32,TRUE,521,324,0.621880998,72,72,32,165888
5035,round-robin,fifo-1-slow,72x72x40,TRUE,656,405,0.617378049,72,72,40,207360
5055,round-robin,fifo-1-slow,72x72x48,TRUE,783,486,0.620689655,72,72,48,248832
5075,round-robin,fifo-1-slow,72x72x56,TRUE,916,567,0.618995633,72,72,56,290304
5095,round-robin,fifo-1-slow,72x72x64,TRUE,1049,648,0.617731173,72,72,64,331776
5115,round-robin,fifo-1-slow,72x72x72,TRUE,1181,729,0.617273497,72,72,72,373248
17,round-robin,fifo-2,48x16x16,TRUE,38,24,0.631578947,48,16,16,12288
37,round-robin,fifo-2,48x16x24,TRUE,54,36,0.666666667,48,16,24,18432
57,round-robin,fifo-2,48x16x32,TRUE,72,48,0.666666667,48,16,32,24576
77,round-robin,fifo-2,48x16x40,TRUE,89,60,0.674157303,48,16,40,30720
97,round-robin,fifo-2,48x16x48,TRUE,104,72,0.692307692,48,16,48,36864
117,round-robin,fifo-2,48x16x56,TRUE,120,84,0.7,48,16,56,43008
137,round-robin,fifo-2,48x16x64,TRUE,137,96,0.700729927,48,16,64,49152
157,round-robin,fifo-2,48x16x72,TRUE,156,108,0.692307692,48,16,72,55296
177,round-robin,fifo-2,48x24x16,TRUE,48,36,0.75,48,24,16,18432
197,round-robin,fifo-2,48x24x24,TRUE,71,54,0.76056338,48,24,24,27648
217,round-robin,fifo-2,48x24x32,TRUE,96,72,0.75,48,24,32,36864
237,round-robin,fifo-2,48x24x40,TRUE,115,90,0.782608696,48,24,40,46080
257,round-robin,fifo-2,48x24x48,TRUE,140,108,0.771428571,48,24,48,55296
277,round-robin,fifo-2,48x24x56,TRUE,165,126,0.763636364,48,24,56,64512
297,round-robin,fifo-2,48x24x64,TRUE,186,144,0.774193548,48,24,64,73728
317,round-robin,fifo-2,48x24x72,TRUE,207,162,0.782608696,48,24,72,82944
337,round-robin,fifo-2,48x32x16,TRUE,54,48,0.888888889,48,32,16,24576
357,round-robin,fifo-2,48x32x24,TRUE,78,72,0.923076923,48,32,24,36864
377,round-robin,fifo-2,48x32x32,TRUE,102,96,0.941176471,48,32,32,49152
397,round-robin,fifo-2,48x32x40,TRUE,126,120,0.952380952,48,32,40,61440
417,round-robin,fifo-2,48x32x48,TRUE,150,144,0.96,48,32,48,73728
437,round-robin,fifo-2,48x32x56,TRUE,174,168,0.965517241,48,32,56,86016
457,round-robin,fifo-2,48x32x64,TRUE,198,192,0.96969697,48,32,64,98304
477,round-robin,fifo-2,48x32x72,TRUE,222,216,0.972972973,48,32,72,110592
497,round-robin,fifo-2,48x40x16,TRUE,75,60,0.8,48,40,16,30720
517,round-robin,fifo-2,48x40x24,TRUE,111,90,0.810810811,48,40,24,46080
537,round-robin,fifo-2,48x40x32,TRUE,147,120,0.816326531,48,40,32,61440
557,round-robin,fifo-2,48x40x40,TRUE,178,150,0.842696629,48,40,40,76800
577,round-robin,fifo-2,48x40x48,TRUE,217,180,0.829493088,48,40,48,92160
597,round-robin,fifo-2,48x40x56,TRUE,258,210,0.813953488,48,40,56,107520
617,round-robin,fifo-2,48x40x64,TRUE,294,240,0.816326531,48,40,64,122880
637,round-robin,fifo-2,48x40x72,TRUE,325,270,0.830769231,48,40,72,138240
657,round-robin,fifo-2,48x48x16,TRUE,86,72,0.837209302,48,48,16,36864
677,round-robin,fifo-2,48x48x24,TRUE,134,108,0.805970149,48,48,24,55296
697,round-robin,fifo-2,48x48x32,TRUE,182,144,0.791208791,48,48,32,73728
717,round-robin,fifo-2,48x48x40,TRUE,230,180,0.782608696,48,48,40,92160
737,round-robin,fifo-2,48x48x48,TRUE,278,216,0.776978417,48,48,48,110592
757,round-robin,fifo-2,48x48x56,TRUE,326,252,0.773006135,48,48,56,129024
777,round-robin,fifo-2,48x48x64,TRUE,374,288,0.770053476,48,48,64,147456
797,round-robin,fifo-2,48x48x72,TRUE,422,324,0.767772512,48,48,72,165888
817,round-robin,fifo-2,48x56x16,TRUE,92,84,0.913043478,48,56,16,43008
837,round-robin,fifo-2,48x56x24,TRUE,143,126,0.881118881,48,56,24,64512
857,round-robin,fifo-2,48x56x32,TRUE,186,168,0.903225806,48,56,32,86016
877,round-robin,fifo-2,48x56x40,TRUE,232,210,0.905172414,48,56,40,107520
897,round-robin,fifo-2,48x56x48,TRUE,281,252,0.896797153,48,56,48,129024
917,round-robin,fifo-2,48x56x56,TRUE,335,294,0.87761194,48,56,56,150528
937,round-robin,fifo-2,48x56x64,TRUE,375,336,0.896,48,56,64,172032
957,round-robin,fifo-2,48x56x72,TRUE,421,378,0.897862233,48,56,72,193536
977,round-robin,fifo-2,48x64x16,TRUE,102,96,0.941176471,48,64,16,49152
997,round-robin,fifo-2,48x64x24,TRUE,150,144,0.96,48,64,24,73728
1017,round-robin,fifo-2,48x64x32,TRUE,198,192,0.96969697,48,64,32,98304
1037,round-robin,fifo-2,48x64x40,TRUE,246,240,0.975609756,48,64,40,122880
1057,round-robin,fifo-2,48x64x48,TRUE,294,288,0.979591837,48,64,48,147456
1077,round-robin,fifo-2,48x64x56,TRUE,342,336,0.98245614,48,64,56,172032
1097,round-robin,fifo-2,48x64x64,TRUE,390,384,0.984615385,48,64,64,196608
1117,round-robin,fifo-2,48x64x72,TRUE,438,432,0.98630137,48,64,72,221184
1137,round-robin,fifo-2,48x72x16,TRUE,119,108,0.907563025,48,72,16,55296
1157,round-robin,fifo-2,48x72x24,TRUE,182,162,0.89010989,48,72,24,82944
1177,round-robin,fifo-2,48x72x32,TRUE,240,216,0.9,48,72,32,110592
1197,round-robin,fifo-2,48x72x40,TRUE,294,270,0.918367347,48,72,40,138240
1217,round-robin,fifo-2,48x72x48,TRUE,358,324,0.905027933,48,72,48,165888
1237,round-robin,fifo-2,48x72x56,TRUE,422,378,0.895734597,48,72,56,193536
1257,round-robin,fifo-2,48x72x64,TRUE,480,432,0.9,48,72,64,221184
1277,round-robin,fifo-2,48x72x72,TRUE,534,486,0.91011236,48,72,72,248832
1297,round-robin,fifo-2,56x16x16,TRUE,45,28,0.622222222,56,16,16,14336
1317,round-robin,fifo-2,56x16x24,TRUE,64,42,0.65625,56,16,24,21504
1337,round-robin,fifo-2,56x16x32,TRUE,83,56,0.674698795,56,16,32,28672
1357,round-robin,fifo-2,56x16x40,TRUE,103,70,0.67961165,56,16,40,35840
1377,round-robin,fifo-2,56x16x48,TRUE,122,84,0.68852459,56,16,48,43008
1397,round-robin,fifo-2,56x16x56,TRUE,141,98,0.695035461,56,16,56,50176
1417,round-robin,fifo-2,56x16x64,TRUE,161,112,0.695652174,56,16,64,57344
1437,round-robin,fifo-2,56x16x72,TRUE,182,126,0.692307692,56,16,72,64512
1457,round-robin,fifo-2,56x24x16,TRUE,57,42,0.736842105,56,24,16,21504
1477,round-robin,fifo-2,56x24x24,TRUE,84,63,0.75,56,24,24,32256
1497,round-robin,fifo-2,56x24x32,TRUE,110,84,0.763636364,56,24,32,43008
1517,round-robin,fifo-2,56x24x40,TRUE,136,105,0.772058824,56,24,40,53760
1537,round-robin,fifo-2,56x24x48,TRUE,162,126,0.777777778,56,24,48,64512
1557,round-robin,fifo-2,56x24x56,TRUE,191,147,0.769633508,56,24,56,75264
1577,round-robin,fifo-2,56x24x64,TRUE,220,168,0.763636364,56,24,64,86016
1597,round-robin,fifo-2,56x24x72,TRUE,244,189,0.774590164,56,24,72,96768
1617,round-robin,fifo-2,56x32x16,TRUE,62,56,0.903225806,56,32,16,28672
1637,round-robin,fifo-2,56x32x24,TRUE,90,84,0.933333333,56,32,24,43008
1657,round-robin,fifo-2,56x32x32,TRUE,118,112,0.949152542,56,32,32,57344
1677,round-robin,fifo-2,56x32x40,TRUE,146,140,0.95890411,56,32,40,71680
1697,round-robin,fifo-2,56x32x48,TRUE,174,168,0.965517241,56,32,48,86016
1717,round-robin,fifo-2,56x32x56,TRUE,202,196,0.97029703,56,32,56,100352
1737,round-robin,fifo-2,56x32x64,TRUE,230,224,0.973913043,56,32,64,114688
1757,round-robin,fifo-2,56x32x72,TRUE,258,252,0.976744186,56,32,72,129024
1777,round-robin,fifo-2,56x40x16,TRUE,84,70,0.833333333,56,40,16,35840
1797,round-robin,fifo-2,56x40x24,TRUE,129,105,0.813953488,56,40,24,53760
1817,round-robin,fifo-2,56x40x32,TRUE,172,140,0.813953488,56,40,32,71680
1837,round-robin,fifo-2,56x40x40,TRUE,207,175,0.845410628,56,40,40,89600
1857,round-robin,fifo-2,56x40x48,TRUE,254,210,0.826771654,56,40,48,107520
1877,round-robin,fifo-2,56x40x56,TRUE,300,245,0.816666667,56,40,56,125440
1897,round-robin,fifo-2,56x40x64,TRUE,344,280,0.813953488,56,40,64,143360
1917,round-robin,fifo-2,56x40x72,TRUE,378,315,0.833333333,56,40,72,161280
1937,round-robin,fifo-2,56x48x16,TRUE,102,84,0.823529412,56,48,16,43008
1957,round-robin,fifo-2,56x48x24,TRUE,160,126,0.7875,56,48,24,64512
1977,round-robin,fifo-2,56x48x32,TRUE,214,168,0.785046729,56,48,32,86016
1997,round-robin,fifo-2,56x48x40,TRUE,270,210,0.777777778,56,48,40,107520
2017,round-robin,fifo-2,56x48x48,TRUE,326,252,0.773006135,56,48,48,129024
2037,round-robin,fifo-2,56x48x56,TRUE,382,294,0.769633508,56,48,56,150528
2057,round-robin,fifo-2,56x48x64,TRUE,438,336,0.767123288,56,48,64,172032
2077,round-robin,fifo-2,56x48x72,TRUE,494,378,0.765182186,56,48,72,193536
2097,round-robin,fifo-2,56x56x16,TRUE,108,98,0.907407407,56,56,16,50176
2117,round-robin,fifo-2,56x56x24,TRUE,169,147,0.869822485,56,56,24,75264
2137,round-robin,fifo-2,56x56x32,TRUE,216,196,0.907407407,56,56,32,100352
2157,round-robin,fifo-2,56x56x40,TRUE,274,245,0.894160584,56,56,40,125440
2177,round-robin,fifo-2,56x56x48,TRUE,327,294,0.899082569,56,56,48,150528
2197,round-robin,fifo-2,56x56x56,TRUE,391,343,0.877237852,56,56,56,175616
2217,round-robin,fifo-2,56x56x64,TRUE,435,392,0.901149425,56,56,64,200704
2237,round-robin,fifo-2,56x56x72,TRUE,496,441,0.889112903,56,56,72,225792
2257,round-robin,fifo-2,56x64x16,TRUE,118,112,0.949152542,56,64,16,57344
2277,round-robin,fifo-2,56x64x24,TRUE,174,168,0.965517241,56,64,24,86016
2297,round-robin,fifo-2,56x64x32,TRUE,230,224,0.973913043,56,64,32,114688
2317,round-robin,fifo-2,56x64x40,TRUE,286,280,0.979020979,56,64,40,143360
2337,round-robin,fifo-2,56x64x48,TRUE,342,336,0.98245614,56,64,48,172032
2357,round-robin,fifo-2,56x64x56,TRUE,398,392,0.984924623,56,64,56,200704
2377,round-robin,fifo-2,56x64x64,TRUE,454,448,0.986784141,56,64,64,229376
2397,round-robin,fifo-2,56x64x72,TRUE,510,504,0.988235294,56,64,72,258048
2417,round-robin,fifo-2,56x72x16,TRUE,141,126,0.893617021,56,72,16,64512
2437,round-robin,fifo-2,56x72x24,TRUE,212,189,0.891509434,56,72,24,96768
2457,round-robin,fifo-2,56x72x32,TRUE,280,252,0.9,56,72,32,129024
2477,round-robin,fifo-2,56x72x40,TRUE,343,315,0.918367347,56,72,40,161280
2497,round-robin,fifo-2,56x72x48,TRUE,418,378,0.90430622,56,72,48,193536
2517,round-robin,fifo-2,56x72x56,TRUE,492,441,0.896341463,56,72,56,225792
2537,round-robin,fifo-2,56x72x64,TRUE,560,504,0.9,56,72,64,258048
2557,round-robin,fifo-2,56x72x72,TRUE,623,567,0.91011236,56,72,72,290304
2577,round-robin,fifo-2,64x16x16,TRUE,50,32,0.64,64,16,16,16384
2597,round-robin,fifo-2,64x16x24,TRUE,71,48,0.676056338,64,16,24,24576
2617,round-robin,fifo-2,64x16x32,TRUE,95,64,0.673684211,64,16,32,32768
2637,round-robin,fifo-2,64x16x40,TRUE,118,80,0.677966102,64,16,40,40960
2657,round-robin,fifo-2,64x16x48,TRUE,138,96,0.695652174,64,16,48,49152
2677,round-robin,fifo-2,64x16x56,TRUE,159,112,0.704402516,64,16,56,57344
2697,round-robin,fifo-2,64x16x64,TRUE,182,128,0.703296703,64,16,64,65536
2717,round-robin,fifo-2,64x16x72,TRUE,207,144,0.695652174,64,16,72,73728
2737,round-robin,fifo-2,64x24x16,TRUE,64,48,0.75,64,24,16,24576
2757,round-robin,fifo-2,64x24x24,TRUE,95,72,0.757894737,64,24,24,36864
2777,round-robin,fifo-2,64x24x32,TRUE,124,96,0.774193548,64,24,32,49152
2797,round-robin,fifo-2,64x24x40,TRUE,155,120,0.774193548,64,24,40,61440
2817,round-robin,fifo-2,64x24x48,TRUE,186,144,0.774193548,64,24,48,73728
2837,round-robin,fifo-2,64x24x56,TRUE,217,168,0.774193548,64,24,56,86016
2857,round-robin,fifo-2,64x24x64,TRUE,250,192,0.768,64,24,64,98304
2877,round-robin,fifo-2,64x24x72,TRUE,274,216,0.788321168,64,24,72,110592
2897,round-robin,fifo-2,64x32x16,TRUE,70,64,0.914285714,64,32,16,32768
2917,round-robin,fifo-2,64x32x24,TRUE,102,96,0.941176471,64,32,24,49152
2937,round-robin,fifo-2,64x32x32,TRUE,134,128,0.955223881,64,32,32,65536
2957,round-robin,fifo-2,64x32x40,TRUE,166,160,0.963855422,64,32,40,81920
2977,round-robin,fifo-2,64x32x48,TRUE,198,192,0.96969697,64,32,48,98304
2997,round-robin,fifo-2,64x32x56,TRUE,230,224,0.973913043,64,32,56,114688
3017,round-robin,fifo-2,64x32x64,TRUE,262,256,0.977099237,64,32,64,131072
3037,round-robin,fifo-2,64x32x72,TRUE,294,288,0.979591837,64,32,72,147456
3057,round-robin,fifo-2,64x40x16,TRUE,96,80,0.833333333,64,40,16,40960
3077,round-robin,fifo-2,64x40x24,TRUE,149,120,0.805369128,64,40,24,61440
3097,round-robin,fifo-2,64x40x32,TRUE,196,160,0.816326531,64,40,32,81920
3117,round-robin,fifo-2,64x40x40,TRUE,238,200,0.840336134,64,40,40,102400
3137,round-robin,fifo-2,64x40x48,TRUE,290,240,0.827586207,64,40,48,122880
3157,round-robin,fifo-2,64x40x56,TRUE,345,280,0.811594203,64,40,56,143360
3177,round-robin,fifo-2,64x40x64,TRUE,392,320,0.816326531,64,40,64,163840
3197,round-robin,fifo-2,64x40x72,TRUE,434,360,0.829493088,64,40,72,184320
3217,round-robin,fifo-2,64x48x16,TRUE,114,96,0.842105263,64,48,16,49152
3237,round-robin,fifo-2,64x48x24,TRUE,178,144,0.808988764,64,48,24,73728
3257,round-robin,fifo-2,64x48x32,TRUE,242,192,0.79338843,64,48,32,98304
3277,round-robin,fifo-2,64x48x40,TRUE,306,240,0.784313725,64,48,40,122880
3297,round-robin,fifo-2,64x48x48,TRUE,370,288,0.778378378,64,48,48,147456
3317,round-robin,fifo-2,64x48x56,TRUE,434,336,0.774193548,64,48,56,172032
3337,round-robin,fifo-2,64x48x64,TRUE,498,384,0.771084337,64,48,64,196608
3357,round-robin,fifo-2,64x48x72,TRUE,562,432,0.768683274,64,48,72,221184
3377,round-robin,fifo-2,64x56x16,TRUE,123,112,0.910569106,64,56,16,57344
3397,round-robin,fifo-2,64x56x24,TRUE,191,168,0.879581152,64,56,24,86016
3417,round-robin,fifo-2,64x56x32,TRUE,246,224,0.910569106,64,56,32,114688
3437,round-robin,fifo-2,64x56x40,TRUE,305,280,0.918032787,64,56,40,143360
3457,round-robin,fifo-2,64x56x48,TRUE,371,336,0.905660377,64,56,48,172032
3477,round-robin,fifo-2,64x56x56,TRUE,443,392,0.884875847,64,56,56,200704
3497,round-robin,fifo-2,64x56x64,TRUE,498,448,0.899598394,64,56,64,229376
3517,round-robin,fifo-2,64x56x72,TRUE,563,504,0.895204263,64,56,72,258048
3537,round-robin,fifo-2,64x64x16,TRUE,134,128,0.955223881,64,64,16,65536
3557,round-robin,fifo-2,64x64x24,TRUE,198,192,0.96969697,64,64,24,98304
3577,round-robin,fifo-2,64x64x32,TRUE,262,256,0.977099237,64,64,32,131072
3597,round-robin,fifo-2,64x64x40,TRUE,326,320,0.981595092,64,64,40,163840
3617,round-robin,fifo-2,64x64x48,TRUE,390,384,0.984615385,64,64,48,196608
3637,round-robin,fifo-2,64x64x56,TRUE,454,448,0.986784141,64,64,56,229376
3657,round-robin,fifo-2,64x64x64,TRUE,518,512,0.988416988,64,64,64,262144
3677,round-robin,fifo-2,64x64x72,TRUE,582,576,0.989690722,64,64,72,294912
3697,round-robin,fifo-2,64x72x16,TRUE,161,144,0.894409938,64,72,16,73728
3717,round-robin,fifo-2,64x72x24,TRUE,243,216,0.888888889,64,72,24,110592
3737,round-robin,fifo-2,64x72x32,TRUE,320,288,0.9,64,72,32,147456
3757,round-robin,fifo-2,64x72x40,TRUE,392,360,0.918367347,64,72,40,184320
3777,round-robin,fifo-2,64x72x48,TRUE,478,432,0.90376569,64,72,48,221184
3797,round-robin,fifo-2,64x72x56,TRUE,563,504,0.895204263,64,72,56,258048
3817,round-robin,fifo-2,64x72x64,TRUE,640,576,0.9,64,72,64,294912
3837,round-robin,fifo-2,64x72x72,TRUE,712,648,0.91011236,64,72,72,331776
3857,round-robin,fifo-2,72x16x16,TRUE,57,36,0.631578947,72,16,16,18432
3877,round-robin,fifo-2,72x16x24,TRUE,81,54,0.666666667,72,16,24,27648
3897,round-robin,fifo-2,72x16x32,TRUE,106,72,0.679245283,72,16,32,36864
3917,round-robin,fifo-2,72x16x40,TRUE,132,90,0.681818182,72,16,40,46080
3937,round-robin,fifo-2,72x16x48,TRUE,156,108,0.692307692,72,16,48,55296
3957,round-robin,fifo-2,72x16x56,TRUE,180,126,0.7,72,16,56,64512
3977,round-robin,fifo-2,72x16x64,TRUE,206,144,0.699029126,72,16,64,73728
3997,round-robin,fifo-2,72x16x72,TRUE,233,162,0.69527897,72,16,72,82944
4017,round-robin,fifo-2,72x24x16,TRUE,71,54,0.76056338,72,24,16,27648
4037,round-robin,fifo-2,72x24x24,TRUE,106,81,0.764150943,72,24,24,41472
4057,round-robin,fifo-2,72x24x32,TRUE,142,108,0.76056338,72,24,32,55296
4077,round-robin,fifo-2,72x24x40,TRUE,172,135,0.784883721,72,24,40,69120
4097,round-robin,fifo-2,72x24x48,TRUE,204,162,0.794117647,72,24,48,82944
4117,round-robin,fifo-2,72x24x56,TRUE,247,189,0.765182186,72,24,56,96768
4137,round-robin,fifo-2,72x24x64,TRUE,280,216,0.771428571,72,24,64,110592
4157,round-robin,fifo-2,72x24x72,TRUE,310,243,0.783870968,72,24,72,124416
4177,round-robin,fifo-2,72x32x16,TRUE,78,72,0.923076923,72,32,16,36864
4197,round-robin,fifo-2,72x32x24,TRUE,114,108,0.947368421,72,32,24,55296
4217,round-robin,fifo-2,72x32x32,TRUE,150,144,0.96,72,32,32,73728
4237,round-robin,fifo-2,72x32x40,TRUE,186,180,0.967741935,72,32,40,92160
4257,round-robin,fifo-2,72x32x48,TRUE,222,216,0.972972973,72,32,48,110592
4277,round-robin,fifo-2,72x32x56,TRUE,258,252,0.976744186,72,32,56,129024
4297,round-robin,fifo-2,72x32x64,TRUE,294,288,0.979591837,72,32,64,147456
4317,round-robin,fifo-2,72x32x72,TRUE,330,324,0.981818182,72,32,72,165888
4337,round-robin,fifo-2,72x40x16,TRUE,106,90,0.849056604,72,40,16,46080
4357,round-robin,fifo-2,72x40x24,TRUE,164,135,0.823170732,72,40,24,69120
4377,round-robin,fifo-2,72x40x32,TRUE,216,180,0.833333333,72,40,32,92160
4397,round-robin,fifo-2,72x40x40,TRUE,264,225,0.852272727,72,40,40,115200
4417,round-robin,fifo-2,72x40x48,TRUE,323,270,0.835913313,72,40,48,138240
4437,round-robin,fifo-2,72x40x56,TRUE,384,315,0.8203125,72,40,56,161280
4457,round-robin,fifo-2,72x40x64,TRUE,437,360,0.823798627,72,40,64,184320
4477,round-robin,fifo-2,72x40x72,TRUE,484,405,0.83677686,72,40,72,207360
4497,round-robin,fifo-2,72x48x16,TRUE,130,108,0.830769231,72,48,16,55296
4517,round-robin,fifo-2,72x48x24,TRUE,204,162,0.794117647,72,48,24,82944
4537,round-robin,fifo-2,72x48x32,TRUE,274,216,0.788321168,72,48,32,110592
4557,round-robin,fifo-2,72x48x40,TRUE,346,270,0.780346821,72,48,40,138240
4577,round-robin,fifo-2,72x48x48,TRUE,418,324,0.775119617,72,48,48,165888
4597,round-robin,fifo-2,72x48x56,TRUE,490,378,0.771428571,72,48,56,193536
4617,round-robin,fifo-2,72x48x64,TRUE,562,432,0.768683274,72,48,64,221184
4637,round-robin,fifo-2,72x48x72,TRUE,634,486,0.766561514,72,48,72,248832
4657,round-robin,fifo-2,72x56x16,TRUE,137,126,0.919708029,72,56,16,64512
4677,round-robin,fifo-2,72x56x24,TRUE,213,189,0.887323944,72,56,24,96768
4697,round-robin,fifo-2,72x56x32,TRUE,274,252,0.919708029,72,56,32,129024
4717,round-robin,fifo-2,72x56x40,TRUE,347,315,0.90778098,72,56,40,161280
4737,round-robin,fifo-2,72x56x48,TRUE,416,378,0.908653846,72,56,48,193536
4757,round-robin,fifo-2,72x56x56,TRUE,498,441,0.885542169,72,56,56,225792
4777,round-robin,fifo-2,72x56x64,TRUE,560,504,0.9,72,56,64,258048
4797,round-robin,fifo-2,72x56x72,TRUE,632,567,0.897151899,72,56,72,290304
4817,round-robin,fifo-2,72x64x16,TRUE,150,144,0.96,72,64,16,73728
4837,round-robin,fifo-2,72x64x24,TRUE,222,216,0.972972973,72,64,24,110592
4857,round-robin,fifo-2,72x64x32,TRUE,294,288,0.979591837,72,64,32,147456
4877,round-robin,fifo-2,72x64x40,TRUE,366,360,0.983606557,72,64,40,184320
4897,round-robin,fifo-2,72x64x48,TRUE,438,432,0.98630137,72,64,48,221184
4917,round-robin,fifo-2,72x64x56,TRUE,510,504,0.988235294,72,64,56,258048
4937,round-robin,fifo-2,72x64x64,TRUE,582,576,0.989690722,72,64,64,294912
4957,round-robin,fifo-2,72x64x72,TRUE,654,648,0.990825688,72,64,72,331776
4977,round-robin,fifo-2,72x72x16,TRUE,179,162,0.905027933,72,72,16,82944
4997,round-robin,fifo-2,72x72x24,TRUE,270,243,0.9,72,72,24,124416
5017,round-robin,fifo-2,72x72x32,TRUE,356,324,0.91011236,72,72,32,165888
5037,round-robin,fifo-2,72x72x40,TRUE,438,405,0.924657534,72,72,40,207360
5057,round-robin,fifo-2,72x72x48,TRUE,534,486,0.91011236,72,72,48,248832
5077,round-robin,fifo-2,72x72x56,TRUE,630,567,0.9,72,72,56,290304
5097,round-robin,fifo-2,72x72x64,TRUE,716,648,0.905027933,72,72,64,331776
5117,round-robin,fifo-2,72x72x72,TRUE,798,729,0.913533835,72,72,72,373248
18,round-robin,fifo-3,48x16x16,TRUE,36,24,0.666666667,48,16,16,12288
38,round-robin,fifo-3,48x16x24,TRUE,55,36,0.654545455,48,16,24,18432
58,round-robin,fifo-3,48x16x32,TRUE,69,48,0.695652174,48,16,32,24576
78,round-robin,fifo-3,48x16x40,TRUE,87,60,0.689655172,48,16,40,30720
98,round-robin,fifo-3,48x16x48,TRUE,103,72,0.699029126,48,16,48,36864
118,round-robin,fifo-3,48x16x56,TRUE,119,84,0.705882353,48,16,56,43008
138,round-robin,fifo-3,48x16x64,TRUE,141,96,0.680851064,48,16,64,49152
158,round-robin,fifo-3,48x16x72,TRUE,156,108,0.692307692,48,16,72,55296
178,round-robin,fifo-3,48x24x16,TRUE,46,36,0.782608696,48,24,16,18432
198,round-robin,fifo-3,48x24x24,TRUE,71,54,0.76056338,48,24,24,27648
218,round-robin,fifo-3,48x24x32,TRUE,97,72,0.742268041,48,24,32,36864
238,round-robin,fifo-3,48x24x40,TRUE,117,90,0.769230769,48,24,40,46080
258,round-robin,fifo-3,48x24x48,TRUE,140,108,0.771428571,48,24,48,55296
278,round-robin,fifo-3,48x24x56,TRUE,165,126,0.763636364,48,24,56,64512
298,round-robin,fifo-3,48x24x64,TRUE,193,144,0.74611399,48,24,64,73728
318,round-robin,fifo-3,48x24x72,TRUE,213,162,0.76056338,48,24,72,82944
338,round-robin,fifo-3,48x32x16,TRUE,58,48,0.827586207,48,32,16,24576
358,round-robin,fifo-3,48x32x24,TRUE,85,72,0.847058824,48,32,24,36864
378,round-robin,fifo-3,48x32x32,TRUE,112,96,0.857142857,48,32,32,49152
398,round-robin,fifo-3,48x32x40,TRUE,139,120,0.863309353,48,32,40,61440
