test,layout,backend,size,success,cycles,expected,utilization,M,K,N,ops
3796,round-robin,fifo-1,64x72x56,TRUE,563,504,0.895204263,64,72,56,258048
3816,round-robin,fifo-1,64x72x64,TRUE,639,576,0.901408451,64,72,64,294912
3836,round-robin,fifo-1,64x72x72,TRUE,714,648,0.907563025,64,72,72,331776
3856,round-robin,fifo-1,72x16x16,TRUE,57,36,0.631578947,72,16,16,18432
3896,round-robin,fifo-1,72x16x32,TRUE,103,72,0.699029126,72,16,32,36864
3936,round-robin,fifo-1,72x16x48,TRUE,158,108,0.683544304,72,16,48,55296
3956,round-robin,fifo-1,72x16x56,TRUE,181,126,0.696132597,72,16,56,64512
3976,round-robin,fifo-1,72x16x64,TRUE,211,144,0.682464455,72,16,64,73728
4016,round-robin,fifo-1,72x24x16,TRUE,74,54,0.72972973,72,24,16,27648
4036,round-robin,fifo-1,72x24x24,TRUE,116,81,0.698275862,72,24,24,41472
4056,round-robin,fifo-1,72x24x32,TRUE,148,108,0.72972973,72,24,32,55296
4076,round-robin,fifo-1,72x24x40,TRUE,176,135,0.767045455,72,24,40,69120
4096,round-robin,fifo-1,72x24x48,TRUE,220,162,0.736363636,72,24,48,82944
4116,round-robin,fifo-1,72x24x56,TRUE,265,189,0.713207547,72,24,56,96768
4136,round-robin,fifo-1,72x24x64,TRUE,295,216,0.73220339,72,24,64,110592
4156,round-robin,fifo-1,72x24x72,TRUE,325,243,0.747692308,72,24,72,124416
4176,round-robin,fifo-1,72x32x16,TRUE,95,72,0.757894737,72,32,16,36864
4196,round-robin,fifo-1,72x32x24,TRUE,140,108,0.771428571,72,32,24,55296
4216,round-robin,fifo-1,72x32x32,TRUE,185,144,0.778378378,72,32,32,73728
4236,round-robin,fifo-1,72x32x40,TRUE,230,180,0.782608696,72,32,40,92160
4256,round-robin,fifo-1,72x32x48,TRUE,275,216,0.785454545,72,32,48,110592
4276,round-robin,fifo-1,72x32x56,TRUE,320,252,0.7875,72,32,56,129024
4296,round-robin,fifo-1,72x32x64,TRUE,365,288,0.789041096,72,32,64,147456
4316,round-robin,fifo-1,72x32x72,TRUE,410,324,0.790243902,72,32,72,165888
4336,round-robin,fifo-1,72x40x16,TRUE,110,90,0.818181818,72,40,16,46080
4356,round-robin,fifo-1,72x40x24,TRUE,163,135,0.828220859,72,40,24,69120
4376,round-robin,fifo-1,72x40x32,TRUE,213,180,0.845070423,72,40,32,92160
4396,round-robin,fifo-1,72x40x40,TRUE,260,225,0.865384615,72,40,40,115200
4416,round-robin,fifo-1,72x40x48,TRUE,327,270,0.825688073,72,40,48,138240
4436,round-robin,fifo-1,72x40x56,TRUE,379,315,0.831134565,72,40,56,161280
4456,round-robin,fifo-1,72x40x64,TRUE,429,360,0.839160839,72,40,64,184320
4476,round-robin,fifo-1,72x40x72,TRUE,476,405,0.850840336,72,40,72,207360
4496,round-robin,fifo-1,72x48x16,TRUE,127,108,0.850393701,72,48,16,55296
4516,round-robin,fifo-1,72x48x24,TRUE,193,162,0.839378238,72,48,24,82944
4536,round-robin,fifo-1,72x48x32,TRUE,253,216,0.853754941,72,48,32,110592
4556,round-robin,fifo-1,72x48x40,TRUE,319,270,0.846394984,72,48,40,138240
4576,round-robin,fifo-1,72x48x48,TRUE,379,324,0.854881266,72,48,48,165888
4596,round-robin,fifo-1,72x48x56,TRUE,445,378,0.849438202,72,48,56,193536
4616,round-robin,fifo-1,72x48x64,TRUE,505,432,0.855445545,72,48,64,221184
4636,round-robin,fifo-1,72x48x72,TRUE,571,486,0.851138354,72,48,72,248832
4656,round-robin,fifo-1,72x56x16,TRUE,140,126,0.9,72,56,16,64512
4676,round-robin,fifo-1,72x56x24,TRUE,210,189,0.9,72,56,24,96768
4696,round-robin,fifo-1,72x56x32,TRUE,272,252,0.926470588,72,56,32,129024
4716,round-robin,fifo-1,72x56x40,TRUE,342,315,0.921052632,72,56,40,161280
4736,round-robin,fifo-1,72x56x48,TRUE,413,378,0.915254237,72,56,48,193536
4756,round-robin,fifo-1,72x56x56,TRUE,480,441,0.91875,72,56,56,225792
4776,round-robin,fifo-1,72x56x64,TRUE,543,504,0.928176796,72,56,64,258048
4796,round-robin,fifo-1,72x56x72,TRUE,612,567,0.926470588,72,56,72,290304
4816,round-robin,fifo-1,72x64x16,TRUE,167,144,0.862275449,72,64,16,73728
4836,round-robin,fifo-1,72x64x24,TRUE,248,216,0.870967742,72,64,24,110592
4856,round-robin,fifo-1,72x64x32,TRUE,329,288,0.875379939,72,64,32,147456
4876,round-robin,fifo-1,72x64x40,TRUE,410,360,0.87804878,72,64,40,184320
4896,round-robin,fifo-1,72x64x48,TRUE,491,432,0.879837067,72,64,48,221184
4916,round-robin,fifo-1,72x64x56,TRUE,572,504,0.881118881,72,64,56,258048
4936,round-robin,fifo-1,72x64x64,TRUE,653,576,0.882082695,72,64,64,294912
4956,round-robin,fifo-1,72x64x72,TRUE,734,648,0.882833787,72,64,72,331776
4976,round-robin,fifo-1,72x72x16,TRUE,182,162,0.89010989,72,72,16,82944
4996,round-robin,fifo-1,72x72x24,TRUE,271,243,0.896678967,72,72,24,124416
5016,round-robin,fifo-1,72x72x32,TRUE,357,324,0.907563025,72,72,32,165888
5036,round-robin,fifo-1,72x72x40,TRUE,440,405,0.920454545,72,72,40,207360
5056,round-robin,fifo-1,72x72x48,TRUE,543,486,0.895027624,72,72,48,248832
5076,round-robin,fifo-1,72x72x56,TRUE,631,567,0.898573693,72,72,56,290304
5096,round-robin,fifo-1,72x72x64,TRUE,717,648,0.90376569,72,72,64,331776
5116,round-robin,fifo-1,72x72x72,TRUE,800,729,0.91125,72,72,72,373248
15,round-robin,fifo-1-slow,48x16x16,TRUE,46,24,0.52173913,48,16,16,12288
35,round-robin,fifo-1-slow,48x16x24,TRUE,74,36,0.486486486,48,16,24,18432
55,round-robin,fifo-1-slow,48x16x32,TRUE,94,48,0.510638298,48,16,32,24576
75,round-robin,fifo-1-slow,48x16x40,TRUE,117,60,0.512820513,48,16,40,30720
95,round-robin,fifo-1-slow,48x16x48,TRUE,131,72,0.549618321,48,16,48,36864
115,round-robin,fifo-1-slow,48x16x56,TRUE,163,84,0.515337423,48,16,56,43008
135,round-robin,fifo-1-slow,48x16x64,TRUE,185,96,0.518918919,48,16,64,49152
155,round-robin,fifo-1-slow,48x16x72,TRUE,208,108,0.519230769,48,16,72,55296
175,round-robin,fifo-1-slow,48x24x16,TRUE,63,36,0.571428571,48,24,16,18432
195,round-robin,fifo-1-slow,48x24x24,TRUE,97,54,0.556701031,48,24,24,27648
215,round-robin,fifo-1-slow,48x24x32,TRUE,126,72,0.571428571,48,24,32,36864
235,round-robin,fifo-1-slow,48x24x40,TRUE,156,90,0.576923077,48,24,40,46080
255,round-robin,fifo-1-slow,48x24x48,TRUE,189,108,0.571428571,48,24,48,55296
275,round-robin,fifo-1-slow,48x24x56,TRUE,213,126,0.591549296,48,24,56,64512
295,round-robin,fifo-1-slow,48x24x64,TRUE,249,144,0.578313253,48,24,64,73728
315,round-robin,fifo-1-slow,48x24x72,TRUE,284,162,0.570422535,48,24,72,82944
335,round-robin,fifo-1-slow,48x32x16,TRUE,88,48,0.545454545,48,32,16,24576
355,round-robin,fifo-1-slow,48x32x24,TRUE,130,72,0.553846154,48,32,24,36864
375,round-robin,fifo-1-slow,48x32x32,TRUE,172,96,0.558139535,48,32,32,49152
395,round-robin,fifo-1-slow,48x32x40,TRUE,214,120,0.560747664,48,32,40,61440
415,round-robin,fifo-1-slow,48x32x48,TRUE,256,144,0.5625,48,32,48,73728
435,round-robin,fifo-1-slow,48x32x56,TRUE,298,168,0.563758389,48,32,56,86016
455,round-robin,fifo-1-slow,48x32x64,TRUE,340,192,0.564705882,48,32,64,98304
475,round-robin,fifo-1-slow,48x32x72,TRUE,382,216,0.565445026,48,32,72,110592
495,round-robin,fifo-1-slow,48x40x16,TRUE,100,60,0.6,48,40,16,30720
515,round-robin,fifo-1-slow,48x40x24,TRUE,153,90,0.588235294,48,40,24,46080
535,round-robin,fifo-1-slow,48x40x32,TRUE,200,120,0.6,48,40,32,61440
555,round-robin,fifo-1-slow,48x40x40,TRUE,254,150,0.590551181,48,40,40,76800
575,round-robin,fifo-1-slow,48x40x48,TRUE,305,180,0.590163934,48,40,48,92160
595,round-robin,fifo-1-slow,48x40x56,TRUE,345,210,0.608695652,48,40,56,107520
615,round-robin,fifo-1-slow,48x40x64,TRUE,397,240,0.604534005,48,40,64,122880
635,round-robin,fifo-1-slow,48x40x72,TRUE,455,270,0.593406593,48,40,72,138240
655,round-robin,fifo-1-slow,48x48x16,TRUE,117,72,0.615384615,48,48,16,36864
675,round-robin,fifo-1-slow,48x48x24,TRUE,170,108,0.635294118,48,48,24,55296
695,round-robin,fifo-1-slow,48x48x32,TRUE,228,144,0.631578947,48,48,32,73728
715,round-robin,fifo-1-slow,48x48x40,TRUE,278,180,0.647482014,48,48,40,92160
735,round-robin,fifo-1-slow,48x48x48,TRUE,339,216,0.637168142,48,48,48,110592
755,round-robin,fifo-1-slow,48x48x56,TRUE,386,252,0.652849741,48,48,56,129024
775,round-robin,fifo-1-slow,48x48x64,TRUE,450,288,0.64,48,48,64,147456
795,round-robin,fifo-1-slow,48x48x72,TRUE,494,324,0.655870445,48,48,72,165888
815,round-robin,fifo-1-slow,48x56x16,TRUE,133,84,0.631578947,48,56,16,43008
835,round-robin,fifo-1-slow,48x56x24,TRUE,206,126,0.611650485,48,56,24,64512
855,round-robin,fifo-1-slow,48x56x32,TRUE,271,168,0.619926199,48,56,32,86016
875,round-robin,fifo-1-slow,48x56x40,TRUE,345,210,0.608695652,48,56,40,107520
895,round-robin,fifo-1-slow,48x56x48,TRUE,411,252,0.613138686,48,56,48,129024
915,round-robin,fifo-1-slow,48x56x56,TRUE,478,294,0.615062762,48,56,56,150528
935,round-robin,fifo-1-slow,48x56x64,TRUE,546,336,0.615384615,48,56,64,172032
955,round-robin,fifo-1-slow,48x56x72,TRUE,617,378,0.612641815,48,56,72,193536
975,round-robin,fifo-1-slow,48x64x16,TRUE,150,96,0.64,48,64,16,49152
995,round-robin,fifo-1-slow,48x64x24,TRUE,222,144,0.648648649,48,64,24,73728
1015,round-robin,fifo-1-slow,48x64x32,TRUE,294,192,0.653061224,48,64,32,98304
1035,round-robin,fifo-1-slow,48x64x40,TRUE,366,240,0.655737705,48,64,40,122880
1055,round-robin,fifo-1-slow,48x64x48,TRUE,438,288,0.657534247,48,64,48,147456
1075,round-robin,fifo-1-slow,48x64x56,TRUE,510,336,0.658823529,48,64,56,172032
1095,round-robin,fifo-1-slow,48x64x64,TRUE,582,384,0.659793814,48,64,64,196608
1115,round-robin,fifo-1-slow,48x64x72,TRUE,654,432,0.660550459,48,64,72,221184
1135,round-robin,fifo-1-slow,48x72x16,TRUE,177,108,0.610169492,48,72,16,55296
1155,round-robin,fifo-1-slow,48x72x24,TRUE,266,162,0.609022556,48,72,24,82944
1175,round-robin,fifo-1-slow,48x72x32,TRUE,354,216,0.610169492,48,72,32,110592
1195,round-robin,fifo-1-slow,48x72x40,TRUE,438,270,0.616438356,48,72,40,138240
1215,round-robin,fifo-1-slow,48x72x48,TRUE,527,324,0.614800759,48,72,48,165888
1235,round-robin,fifo-1-slow,48x72x56,TRUE,616,378,0.613636364,48,72,56,193536
1255,round-robin,fifo-1-slow,48x72x64,TRUE,703,432,0.614509246,48,72,64,221184
1275,round-robin,fifo-1-slow,48x72x72,TRUE,791,486,0.614412137,48,72,72,248832
1295,round-robin,fifo-1-slow,56x16x16,TRUE,51,28,0.549019608,56,16,16,14336
1315,round-robin,fifo-1-slow,56x16x24,TRUE,86,42,0.488372093,56,16,24,21504
1335,round-robin,fifo-1-slow,56x16x32,TRUE,110,56,0.509090909,56,16,32,28672
1355,round-robin,fifo-1-slow,56x16x40,TRUE,137,70,0.510948905,56,16,40,35840
1375,round-robin,fifo-1-slow,56x16x48,TRUE,153,84,0.549019608,56,16,48,43008
1395,round-robin,fifo-1-slow,56x16x56,TRUE,188,98,0.521276596,56,16,56,50176
1415,round-robin,fifo-1-slow,56x16x64,TRUE,215,112,0.520930233,56,16,64,57344
1435,round-robin,fifo-1-slow,56x16x72,TRUE,242,126,0.520661157,56,16,72,64512
1455,round-robin,fifo-1-slow,56x24x16,TRUE,73,42,0.575342466,56,24,16,21504
1475,round-robin,fifo-1-slow,56x24x24,TRUE,114,63,0.552631579,56,24,24,32256
1495,round-robin,fifo-1-slow,56x24x32,TRUE,148,84,0.567567568,56,24,32,43008
1515,round-robin,fifo-1-slow,56x24x40,TRUE,179,105,0.586592179,56,24,40,53760
1535,round-robin,fifo-1-slow,56x24x48,TRUE,219,126,0.575342466,56,24,48,64512
1555,round-robin,fifo-1-slow,56x24x56,TRUE,251,147,0.585657371,56,24,56,75264
1575,round-robin,fifo-1-slow,56x24x64,TRUE,286,168,0.587412587,56,24,64,86016
1595,round-robin,fifo-1-slow,56x24x72,TRUE,329,189,0.574468085,56,24,72,96768
1615,round-robin,fifo-1-slow,56x32x16,TRUE,102,56,0.549019608,56,32,16,28672
1635,round-robin,fifo-1-slow,56x32x24,TRUE,151,84,0.556291391,56,32,24,43008
1655,round-robin,fifo-1-slow,56x32x32,TRUE,200,112,0.56,56,32,32,57344
1675,round-robin,fifo-1-slow,56x32x40,TRUE,249,140,0.562248996,56,32,40,71680
1695,round-robin,fifo-1-slow,56x32x48,TRUE,298,168,0.563758389,56,32,48,86016
1715,round-robin,fifo-1-slow,56x32x56,TRUE,347,196,0.564841499,56,32,56,100352
1735,round-robin,fifo-1-slow,56x32x64,TRUE,396,224,0.565656566,56,32,64,114688
1755,round-robin,fifo-1-slow,56x32x72,TRUE,445,252,0.566292135,56,32,72,129024
1775,round-robin,fifo-1-slow,56x40x16,TRUE,122,70,0.573770492,56,40,16,35840
1795,round-robin,fifo-1-slow,56x40x24,TRUE,178,105,0.58988764,56,40,24,53760
1815,round-robin,fifo-1-slow,56x40x32,TRUE,232,140,0.603448276,56,40,32,71680
1835,round-robin,fifo-1-slow,56x40x40,TRUE,297,175,0.589225589,56,40,40,89600
1855,round-robin,fifo-1-slow,56x40x48,TRUE,356,210,0.58988764,56,40,48,107520
1875,round-robin,fifo-1-slow,56x40x56,TRUE,405,245,0.604938272,56,40,56,125440
1895,round-robin,fifo-1-slow,56x40x64,TRUE,460,280,0.608695652,56,40,64,143360
1915,round-robin,fifo-1-slow,56x40x72,TRUE,532,315,0.592105263,56,40,72,161280
1935,round-robin,fifo-1-slow,56x48x16,TRUE,134,84,0.626865672,56,48,16,43008
1955,round-robin,fifo-1-slow,56x48x24,TRUE,203,126,0.620689655,56,48,24,64512
1975,round-robin,fifo-1-slow,56x48x32,TRUE,264,168,0.636363636,56,48,32,86016
1995,round-robin,fifo-1-slow,56x48x40,TRUE,336,210,0.625,56,48,40,107520
2015,round-robin,fifo-1-slow,56x48x48,TRUE,394,252,0.639593909,56,48,48,129024
2035,round-robin,fifo-1-slow,56x48x56,TRUE,469,294,0.626865672,56,48,56,150528
2055,round-robin,fifo-1-slow,56x48x64,TRUE,524,336,0.641221374,56,48,64,172032
2075,round-robin,fifo-1-slow,56x48x72,TRUE,602,378,0.627906977,56,48,72,193536
2095,round-robin,fifo-1-slow,56x56x16,TRUE,163,98,0.601226994,56,56,16,50176
2115,round-robin,fifo-1-slow,56x56x24,TRUE,243,147,0.604938272,56,56,24,75264
2135,round-robin,fifo-1-slow,56x56x32,TRUE,321,196,0.6105919,56,56,32,100352
2155,round-robin,fifo-1-slow,56x56x40,TRUE,407,245,0.601965602,56,56,40,125440
2175,round-robin,fifo-1-slow,56x56x48,TRUE,483,294,0.608695652,56,56,48,150528
2195,round-robin,fifo-1-slow,56x56x56,TRUE,563,343,0.609236234,56,56,56,175616
2215,round-robin,fifo-1-slow,56x56x64,TRUE,639,392,0.613458529,56,56,64,200704
2235,round-robin,fifo-1-slow,56x56x72,TRUE,725,441,0.608275862,56,56,72,225792
2255,round-robin,fifo-1-slow,56x64x16,TRUE,174,112,0.643678161,56,64,16,57344
2275,round-robin,fifo-1-slow,56x64x24,TRUE,258,168,0.651162791,56,64,24,86016
2295,round-robin,fifo-1-slow,56x64x32,TRUE,342,224,0.65497076,56,64,32,114688
2315,round-robin,fifo-1-slow,56x64x40,TRUE,426,280,0.657276995,56,64,40,143360
2335,round-robin,fifo-1-slow,56x64x48,TRUE,510,336,0.658823529,56,64,48,172032
2355,round-robin,fifo-1-slow,56x64x56,TRUE,594,392,0.65993266,56,64,56,200704
2375,round-robin,fifo-1-slow,56x64x64,TRUE,678,448,0.660766962,56,64,64,229376
2395,round-robin,fifo-1-slow,56x64x72,TRUE,762,504,0.661417323,56,64,72,258048
2415,round-robin,fifo-1-slow,56x72x16,TRUE,206,126,0.611650485,56,72,16,64512
2435,round-robin,fifo-1-slow,56x72x24,TRUE,310,189,0.609677419,56,72,24,96768
2455,round-robin,fifo-1-slow,56x72x32,TRUE,413,252,0.610169492,56,72,32,129024
2475,round-robin,fifo-1-slow,56x72x40,TRUE,510,315,0.617647059,56,72,40,161280
2495,round-robin,fifo-1-slow,56x72x48,TRUE,612,378,0.617647059,56,72,48,193536
2515,round-robin,fifo-1-slow,56x72x56,TRUE,717,441,0.615062762,56,72,56,225792
2535,round-robin,fifo-1-slow,56x72x64,TRUE,821,504,0.613885505,56,72,64,258048
2555,round-robin,fifo-1-slow,56x72x72,TRUE,922,567,0.614967462,56,72,72,290304
2575,round-robin,fifo-1-slow,64x16x16,TRUE,59,32,0.542372881,64,16,16,16384
2595,round-robin,fifo-1-slow,64x16x24,TRUE,97,48,0.494845361,64,16,24,24576
2615,round-robin,fifo-1-slow,64x16x32,TRUE,124,64,0.516129032,64,16,32,32768
2635,round-robin,fifo-1-slow,64x16x40,TRUE,155,80,0.516129032,64,16,40,40960
2655,round-robin,fifo-1-slow,64x16x48,TRUE,173,96,0.554913295,64,16,48,49152
2675,round-robin,fifo-1-slow,64x16x56,TRUE,215,112,0.520930233,64,16,56,57344
2695,round-robin,fifo-1-slow,64x16x64,TRUE,245,128,0.52244898,64,16,64,65536
2715,round-robin,fifo-1-slow,64x16x72,TRUE,276,144,0.52173913,64,16,72,73728
2735,round-robin,fifo-1-slow,64x24x16,TRUE,85,48,0.564705882,64,24,16,24576
2755,round-robin,fifo-1-slow,64x24x24,TRUE,123,72,0.585365854,64,24,24,36864
2775,round-robin,fifo-1-slow,64x24x32,TRUE,171,96,0.561403509,64,24,32,49152
2795,round-robin,fifo-1-slow,64x24x40,TRUE,205,120,0.585365854,64,24,40,61440
2815,round-robin,fifo-1-slow,64x24x48,TRUE,252,144,0.571428571,64,24,48,73728
2835,round-robin,fifo-1-slow,64x24x56,TRUE,286,168,0.587412587,64,24,56,86016
2855,round-robin,fifo-1-slow,64x24x64,TRUE,329,192,0.583586626,64,24,64,98304
2875,round-robin,fifo-1-slow,64x24x72,TRUE,373,216,0.579088472,64,24,72,110592
2895,round-robin,fifo-1-slow,64x32x16,TRUE,116,64,0.551724138,64,32,16,32768
2915,round-robin,fifo-1-slow,64x32x24,TRUE,172,96,0.558139535,64,32,24,49152
2935,round-robin,fifo-1-slow,64x32x32,TRUE,228,128,0.561403509,64,32,32,65536
2955,round-robin,fifo-1-slow,64x32x40,TRUE,284,160,0.563380282,64,32,40,81920
2975,round-robin,fifo-1-slow,64x32x48,TRUE,340,192,0.564705882,64,32,48,98304
2995,round-robin,fifo-1-slow,64x32x56,TRUE,396,224,0.565656566,64,32,56,114688
3015,round-robin,fifo-1-slow,64x32x64,TRUE,452,256,0.566371681,64,32,64,131072
3035,round-robin,fifo-1-slow,64x32x72,TRUE,508,288,0.566929134,64,32,72,147456
3055,round-robin,fifo-1-slow,64x40x16,TRUE,140,80,0.571428571,64,40,16,40960
3075,round-robin,fifo-1-slow,64x40x24,TRUE,205,120,0.585365854,64,40,24,61440
3095,round-robin,fifo-1-slow,64x40x32,TRUE,266,160,0.601503759,64,40,32,81920
3115,round-robin,fifo-1-slow,64x40x40,TRUE,340,200,0.588235294,64,40,40,102400
3135,round-robin,fifo-1-slow,64x40x48,TRUE,406,240,0.591133005,64,40,48,122880
3155,round-robin,fifo-1-slow,64x40x56,TRUE,461,280,0.607375271,64,40,56,143360
3175,round-robin,fifo-1-slow,64x40x64,TRUE,526,320,0.608365019,64,40,64,163840
3195,round-robin,fifo-1-slow,64x40x72,TRUE,608,360,0.592105263,64,40,72,184320
3215,round-robin,fifo-1-slow,64x48x16,TRUE,154,96,0.623376623,64,48,16,49152
3235,round-robin,fifo-1-slow,64x48x24,TRUE,225,144,0.64,64,48,24,73728
3255,round-robin,fifo-1-slow,64x48x32,TRUE,302,192,0.635761589,64,48,32,98304
3275,round-robin,fifo-1-slow,64x48x40,TRUE,369,240,0.650406504,64,48,40,122880
3295,round-robin,fifo-1-slow,64x48x48,TRUE,450,288,0.64,64,48,48,147456
3315,round-robin,fifo-1-slow,64x48x56,TRUE,513,336,0.65497076,64,48,56,172032
3335,round-robin,fifo-1-slow,64x48x64,TRUE,598,384,0.642140468,64,48,64,196608
3355,round-robin,fifo-1-slow,64x48x72,TRUE,657,432,0.657534247,64,48,72,221184
3375,round-robin,fifo-1-slow,64x56x16,TRUE,187,112,0.598930481,64,56,16,57344
3395,round-robin,fifo-1-slow,64x56x24,TRUE,280,168,0.6,64,56,24,86016
3415,round-robin,fifo-1-slow,64x56x32,TRUE,371,224,0.603773585,64,56,32,114688
3435,round-robin,fifo-1-slow,64x56x40,TRUE,467,280,0.599571734,64,56,40,143360
3455,round-robin,fifo-1-slow,64x56x48,TRUE,555,336,0.605405405,64,56,48,172032
3475,round-robin,fifo-1-slow,64x56x56,TRUE,646,392,0.606811146,64,56,56,200704
3495,round-robin,fifo-1-slow,64x56x64,TRUE,736,448,0.608695652,64,56,64,229376
3515,round-robin,fifo-1-slow,64x56x72,TRUE,831,504,0.606498195,64,56,72,258048
3535,round-robin,fifo-1-slow,64x64x16,TRUE,198,128,0.646464646,64,64,16,65536
3555,round-robin,fifo-1-slow,64x64x24,TRUE,294,192,0.653061224,64,64,24,98304
3575,round-robin,fifo-1-slow,64x64x32,TRUE,390,256,0.656410256,64,64,32,131072
3595,round-robin,fifo-1-slow,64x64x40,TRUE,486,320,0.658436214,64,64,40,163840
3615,round-robin,fifo-1-slow,64x64x48,TRUE,582,384,0.659793814,64,64,48,196608
3635,round-robin,fifo-1-slow,64x64x56,TRUE,678,448,0.660766962,64,64,56,229376
3655,round-robin,fifo-1-slow,64x64x64,TRUE,774,512,0.661498708,64,64,64,262144
3675,round-robin,fifo-1-slow,64x64x72,TRUE,870,576,0.662068966,64,64,72,294912
3695,round-robin,fifo-1-slow,64x72x16,TRUE,241,144,0.597510373,64,72,16,73728
3715,round-robin,fifo-1-slow,64x72x24,TRUE,359,216,0.601671309,64,72,24,110592
3735,round-robin,fifo-1-slow,64x72x32,TRUE,476,288,0.605042017,64,72,32,147456
3755,round-robin,fifo-1-slow,64x72x40,TRUE,591,360,0.609137056,64,72,40,184320
3775,round-robin,fifo-1-slow,64x72x48,TRUE,706,432,0.611898017,64,72,48,221184
3795,round-robin,fifo-1-slow,64x72x56,TRUE,823,504,0.612393682,64,72,56,258048
3815,round-robin,fifo-1-slow,64x72x64,TRUE,942,576,0.611464968,64,72,64,294912
3835,round-robin,fifo-1-slow,64x72x72,TRUE,1058,648,0.612476371,64,72,72,331776
3855,round-robin,fifo-1-slow,72x16x16,TRUE,64,36,0.5625,72,16,16,18432
3875,round-robin,fifo-1-slow,72x16x24,TRUE,109,54,0.495412844,72,16,24,27648
3895,round-robin,fifo-1-slow,72x16x32,TRUE,140,72,0.514285714,72,16,32,36864
3915,round-robin,fifo-1-slow,72x16x40,TRUE,175,90,0.514285714,72,16,40,46080
3935,round-robin,fifo-1-slow,72x16x48,TRUE,195,108,0.553846154,72,16,48,55296
3955,round-robin,fifo-1-slow,72x16x56,TRUE,240,126,0.525,72,16,56,64512
3975,round-robin,fifo-1-slow,72x16x64,TRUE,275,144,0.523636364,72,16,64,73728
3995,round-robin,fifo-1-slow,72x16x72,TRUE,310,162,0.522580645,72,16,72,82944
4015,round-robin,fifo-1-slow,72x24x16,TRUE,94,54,0.574468085,72,24,16,27648
4035,round-robin,fifo-1-slow,72x24x24,TRUE,142,81,0.570422535,72,24,24,41472
4055,round-robin,fifo-1-slow,72x24x32,TRUE,186,108,0.580645161,72,24,32,55296
4075,round-robin,fifo-1-slow,72x24x40,TRUE,227,135,0.594713656,72,24,40,69120
4095,round-robin,fifo-1-slow,72x24x48,TRUE,279,162,0.580645161,72,24,48,82944
4115,round-robin,fifo-1-slow,72x24x56,TRUE,319,189,0.592476489,72,24,56,96768
4135,round-robin,fifo-1-slow,72x24x64,TRUE,365,216,0.591780822,72,24,64,110592
4155,round-robin,fifo-1-slow,72x24x72,TRUE,416,243,0.584134615,72,24,72,124416
4175,round-robin,fifo-1-slow,72x32x16,TRUE,130,72,0.553846154,72,32,16,36864
4195,round-robin,fifo-1-slow,72x32x24,TRUE,193,108,0.559585492,72,32,24,55296
4215,round-robin,fifo-1-slow,72x32x32,TRUE,256,144,0.5625,72,32,32,73728
4235,round-robin,fifo-1-slow,72x32x40,TRUE,319,180,0.564263323,72,32,40,92160
4255,round-robin,fifo-1-slow,72x32x48,TRUE,382,216,0.565445026,72,32,48,110592
4275,round-robin,fifo-1-slow,72x32x56,TRUE,445,252,0.566292135,72,32,56,129024
4295,round-robin,fifo-1-slow,72x32x64,TRUE,508,288,0.566929134,72,32,64,147456
4315,round-robin,fifo-1-slow,72x32x72,TRUE,571,324,0.567425569,72,32,72,165888
4335,round-robin,fifo-1-slow,72x40x16,TRUE,152,90,0.592105263,72,40,16,46080
4355,round-robin,fifo-1-slow,72x40x24,TRUE,223,135,0.605381166,72,40,24,69120
4375,round-robin,fifo-1-slow,72x40x32,TRUE,295,180,0.610169492,72,40,32,92160
4395,round-robin,fifo-1-slow,72x40x40,TRUE,376,225,0.598404255,72,40,40,115200
4415,round-robin,fifo-1-slow,72x40x48,TRUE,455,270,0.593406593,72,40,48,138240
4435,round-robin,fifo-1-slow,72x40x56,TRUE,515,315,0.611650485,72,40,56,161280
4455,round-robin,fifo-1-slow,72x40x64,TRUE,586,360,0.614334471,72,40,64,184320
4475,round-robin,fifo-1-slow,72x40x72,TRUE,678,405,0.597345133,72,40,72,207360
4495,round-robin,fifo-1-slow,72x48x16,TRUE,171,108,0.631578947,72,48,16,55296
4515,round-robin,fifo-1-slow,72x48x24,TRUE,260,162,0.623076923,72,48,24,82944
4535,round-robin,fifo-1-slow,72x48x32,TRUE,338,216,0.639053254,72,48,32,110592
4555,round-robin,fifo-1-slow,72x48x40,TRUE,431,270,0.626450116,72,48,40,138240
4575,round-robin,fifo-1-slow,72x48x48,TRUE,505,324,0.641584158,72,48,48,165888
4595,round-robin,fifo-1-slow,72x48x56,TRUE,602,378,0.627906977,72,48,56,193536
4615,round-robin,fifo-1-slow,72x48x64,TRUE,672,432,0.642857143,72,48,64,221184
4635,round-robin,fifo-1-slow,72x48x72,TRUE,773,486,0.628719276,72,48,72,248832
4655,round-robin,fifo-1-slow,72x56x16,TRUE,203,126,0.620689655,72,56,16,64512
4675,round-robin,fifo-1-slow,72x56x24,TRUE,302,189,0.625827815,72,56,24,96768
4695,round-robin,fifo-1-slow,72x56x32,TRUE,405,252,0.622222222,72,56,32,129024
4715,round-robin,fifo-1-slow,72x56x40,TRUE,513,315,0.614035088,72,56,40,161280
4735,round-robin,fifo-1-slow,72x56x48,TRUE,612,378,0.617647059,72,56,48,193536
4755,round-robin,fifo-1-slow,72x56x56,TRUE,714,441,0.617647059,72,56,56,225792
